STAID,LOCAL,DATES,TIMES,MEDIM,STYPE,SAMPL,LABNO,HUNIT,GUNIT,PRJCT,LATDD,LNGDD,CNTYC,DATTD,DATTM,GUERA,GUNNM,GUSER,GUSYS,HDATM,SALTD,SNAME,VDATM,MAJRIVBAS,WELLUSE,WELLCOMPIN,P00025,P00020,P00080,P62971,P00300,P00058,P00059,P00400,P00095,P00010,P72000,P72008,P72004,P84143,P84148,P84147,P84146,P70300,P00900,P00905,P00915,P00925,P00935,P00930,P39086,P00453,P71870,P00405,P00452,P00940,P00950,P71875,P71834,P00955,P00945,P00623,P71846,P00608,P00597,P00631,P71851,P00618,P71856,P00613,P00607,P00671,P00660,P00665,P00602,P00600,P50468,P99596,P31684,P31691,P84385,P31616,P31625,P61215,P78943,P31692,P50569,P99595,P31501,P61213,P84138,P01106,P01105,P01005,P01007,P01010,P01012,P01025,P01027,P01030,P01034,P01035,P01037,P01040,P01042,P01046,P01045,P01049,P01051,P01130,P01132,P01056,P01055,P71890,P71900,P01060,P01062,P01065,P01067,P01075,P01077,P01080,P01082,P01057,P01059,P01085,P01090,P01092,P01095,P01097,P82043,P01000,P01002,P01020,P01145,P01147,P32103,P34541,P34571,P50470,P39732,P38746,P82660,P62850,P04040,P04038,P50355,P49308,P50295,P61030,P62847,P61029,P49260,P49315,P61031,P62848,P50009,P46342,P49313,P49314,P49312,P34253,P39632,P65065,P82686,P50299,P82673,P50300,P61693,P38711,P04029,P49311,P04028,P49310,P82680,P49309,P82674,P61188,P50306,P04039,P49306,P38933,P82687,P49305,P04041,P04031,P49304,P82682,P63778,P63777,P63779,P63780,P62169,P62170,P39572,P38442,P49302,P39381,P62482,P61951,P61588,P49301,P04033,P82677,P49300,P82668,P82663,P82672,P49297,P62167,P62168,P62166,P62483,P61952,P62481,P61694,P38811,P04095,P63784,P63783,P64045,P63785,P50356,P50407,P61695,P39341,P38478,P82666,P39532,P38482,P38487,P50359,P38501,P49296,P82667,P61044,P61043,P39415,P82630,P61697,P82671,P61692,P82684,P49294,P50364,P49293,P49292,P38866,P34653,P39542,P82669,P82683,P82664,P49291,P04037,P62767,P62766,P04024,P82679,P82685,P51195,P49236,P50471,P38538,P82676,P62849,P38548,P04035,P50337,P82670,P82665,P04032,P82675,P82681,P82678,P49235,P82661,P34506,P77652,P34496,P34501,P34536,P34566,P34030,P32101,P67440,P50305,P34301,P77093,P32105,P34668,P34423,P81576,P81577,P34371,P68831,P85574,P78032,P50005,P85795,P00680,P77135,P32730,P77128,P50004,P34475,P32102,P34010,P34546,P32104,P39180,P34488,P32106,P90867,P90851,P39175,P01519,P63018,P03519,P85817,P76002,P82303,P75985,P07000,P22703,P28011
421730074244201,G1351,20060814,1205,WG,9,00602507,2270232,020200050105,341DVNNU,24570326A,42.28833333,-74.40700000,039,200608141205 EST,200608141205,Paleozoic,"Devonian, Upper",Upper,Devonian,NAD83,1230,G1351,NAVD88,Mohawk,Domestic,Bedrock,728,,,,0.2,,,8.7,2230,11.5,1230,467.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.190,<0.04,<0.02,,,<0.03,<0.08,<0.032,<0.008,,,,,,<0.028,,,,,<0.02,<0.100,<0.15,,<0.008,,,<0.08,,<0.022,<0.02,<0.02,<0.02,<0.04,,<0.02,,<0.016,,<0.02,<0.032,<0.04,,,,<0.07,,<0.01,<0.03,,,,,,,,,<0.04,<0.03,,,,,<0.04,<0.01,,<0.02,,,,<0.10,,,,,,,<0.04,<0.02,,,,,,<0.04,<0.04,<0.020,,<0.01,,,<0.07,<0.10,<0.03,<0.034,<0.070,,,,,,<0.07,,<0.04,,<0.01,<0.04,<0.02,<0.02,<0.05,,,,,,<0.03,,,,,,,,<0.030,<0.010,<0.008,,,<0.02,,<0.090,<0.026,,<0.026,,,,<0.03,,,,,,,,,,,<0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432327074440801,H 267,20060914,1145,WG,9,00602912,2580209,020200040407,400BCPX,24570326A,43.39077778,-74.73555556,041,200609141145 EST,200609141145,Precambrian,Basement Complex,,,NAD83,1850,H 267,NAVD88,Mohawk,Domestic,Bedrock,714,,2,,0.2,,,8.1,84,8.5,1850,130.00,,,,,,71,34.4,,9.21,2.76,0.56,6.08,,,,0.8,,0.31,0.59,U,,16.5,2.12,<0.10,0.028,0.022,,<0.06,<0.266,<0.060,<0.007,<0.002,<0.08,0.039,0.118,,<0.16,,,,U,,,<5,<5,,3,3,,,<1,,,,6.5,,4.26,,<0.06,,<0.040,,0.38,,E0.031,,2.7,44.0,66.3,,0.13,,<0.60,23.2,22.0,,<0.010,,3.77,,0.17,,<0.160,,30.0,,<0.18,,,<2,,<0.20,,,E0.09,E5.8,,<0.080,<0.2,<0.1,<0.1,,,,<0.0060,<0.02,<0.014,,,,,<0.02,<0.02,<0.02,<0.006,,<0.02,<0.02,<0.02,<0.005,,,,<0.0050,<0.007,,<0.050,,<0.010,,,,,,<0.0040,,<0.041,,<0.020,,,,,<0.0050,<0.006,,<0.018,,,<0.0030,<0.02,<0.02,<0.02,<0.02,<0.029,<0.012,<0.0050,,,<0.009,<0.02,<0.02,<0.02,,,<0.021,,<0.0040,<0.009,<0.012,,<0.013,<0.024,<0.016,<0.02,<0.02,<0.02,,,<0.0053,<0.02,<0.02,<0.02,<0.02,,,,<0.0040,,<0.035,<0.027,,,,,,<0.015,<0.02,<0.02,<0.006,<0.028,,<0.0030,,<0.007,,,,,,<0.003,<0.010,<0.0040,<0.022,<0.055,,<0.010,<0.02,<0.05,<0.010,<0.011,<0.023,,,,,<0.0040,<0.02,,<0.005,,<0.016,<0.034,,<0.017,<0.010,<0.0060,,<0.009,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,,,<0.1,<0.1,<0.2,<0.2,<0.2,<0.2,<0.2,<0.1,,,<0.2,<0.2,<0.2,<1.0,<0.1,<4,<0.1,<0.1,<0.1,<0.2,<0.1,<0.1,<0.2,<0.1,<0.2,<0.1,<0.6,,<0.2,,,,,34,1360,,,,0.104
432327074440801,H 267,20060914,1150,WG,9,00602913,2580227,020200040407,400BCPX,24570326A,43.39077778,-74.73555556,041,200609141150 EST,200609141150,Precambrian,Basement Complex,,,NAD83,1850,H 267,NAVD88,Mohawk,Domestic,Bedrock,714,,,,0.2,,,8.1,84,8.5,1850,130.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.190,<0.04,<0.02,,,<0.03,<0.08,<0.032,<0.008,,,,,,<0.028,,,,,<0.02,<0.100,<0.15,,<0.008,,,<0.08,,<0.022,<0.02,<0.02,<0.02,<0.04,,<0.02,,<0.016,,<0.02,<0.032,<0.04,,,,<0.07,,<0.01,<0.03,,,,,,,,,<0.04,<0.03,,,,,<0.04,<0.01,,<0.02,,,,<0.10,,,,,,,<0.04,<0.02,,,,,,<0.04,<0.04,<0.020,,<0.01,,,<0.07,<0.10,<0.03,<0.034,<0.070,,,,,,<0.07,,<0.04,,<0.01,<0.04,<0.02,<0.02,<0.05,,,,,,<0.03,,,,,,,,<0.030,<0.010,<0.008,,,<0.02,,<0.090,<0.026,,<0.026,,,,<0.03,,,,,,,,,,,<0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430212075034901,HE 621,20020911,0950,WG,9,00202119,2560306,020200040706,112SDGV,443600325,43.03666667,-75.06333333,043,200209110950,200209110950,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,405,HE 621,NGVD29,Mohawk,Production,Sand and Gravel,,,,,4.1,,840,7.5,861,11.6,405,75.00,30,,,,,505,318,66,90.8,22.1,2.36,52.5,,,,16,,102,E0.10,,,7.4,39.0,E0.06,<0.052,<0.04,,2.36,10.5,2.36,<0.026,<0.008,<0.06,<0.02,<0.061,,E2.4,,,,,,,,,,,,,,,,,,<2.0,,157,,<0.06,,<0.040,,<0.8,,<1.00,,2.0,<10.0,<12.0,,<1.00,,16.5,E0.92,<1.0,,<0.011,,E0.15,,4.14,,<0.050,,720,,<0.90,,,3,,<0.90,,,<2,42,,1.0,<0.2,<0.1,<0.1,,,,<0.0060,,E0.004,,,,,<0.05,,<0.05,<0.006,,<0.05,,<0.05,<0.005,,,,<0.0046,<0.007,,<0.050,,<0.010,,,,,,<0.0020,,<0.041,,<0.020,,,,,<0.0050,<0.006,,<0.018,,,<0.0030,,,,,,,<0.0050,,,<0.005,<0.05,<0.05,,,,<0.021,,<0.0020,<0.009,<0.005,,,,,<0.05,<0.05,,,,<0.0027,,,,,,,,<0.0040,,<0.035,<0.027,,,,,,<0.006,<0.05,<0.05,<0.013,<0.006,,<0.0016,,<0.007,,,,,,<0.003,<0.010,<0.0041,<0.022,<0.011,,<0.015,,,<0.010,<0.011,<0.023,,,,,<0.0041,,,<0.005,,<0.016,<0.034,,<0.017,<0.005,<0.0023,,<0.009,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,,,<0.1,<0.1,<0.2,<0.2,<0.2,<0.2,<0.2,<0.1,,,<0.2,<0.2,<0.2,1.1,<0.1,<16,<0.1,<0.1,1.9,<0.2,<0.1,<0.1,<0.2,0.1,<0.2,0.5,<1.0,0.5,<0.2,,,,,,,2.6,36.8,,0.190
430212075034901,HE 621,20020911,0955,WG,9,00202120,2560546,020200040706,112SDGV,443600325,43.03666667,-75.06333333,043,200209110955,200209110955,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,405,HE 621,NGVD29,Mohawk,Production,Sand and Gravel,,,,,4.1,,840,7.5,861,11.6,405,75.00,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.009,<0.02,<0.02,,,<0.03,<0.04,<0.008,<0.006,<0.01,,,,,<0.007,,,,,<0.02,<0.008,<0.04,,<0.009,,,<0.03,,<0.004,<0.02,<0.01,<0.03,<0.02,,<0.03,,<0.006,,<0.02,<0.010,<0.04,<0.04,,,<0.01,,<0.01,<0.01,,,,,,,,,<0.01,<0.01,,,,,<0.01,<0.03,,<0.02,,,,<0.02,,,,,,,<0.01,<0.03,,,,,,<0.02,<0.02,<0.007,,<0.01,,,<0.02,<0.02,<0.02,<0.008,<0.004,,,,,,<0.03,,<0.02,,<0.01,<0.01,<0.02,<0.02,<0.01,,,,,,<0.02,,,,,,,,<0.010,<0.021,<0.008,,,<0.02,,<0.009,<0.026,,<0.010,,,,<0.02,,,,,,,,,,,<0.010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430212075034901,HE 621,20020911,1015,WG,9,00202164,2550032,020200040706,112SDGV,443600325,43.03666667,-75.06333333,043,200209111015,200209111015,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,405,HE 621,NGVD29,Mohawk,Production,Sand and Gravel,,,,,,,840,,,11.6,405,75.00,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,550,,,,
430047075003001,HE 622,20020911,1120,WG,9,00202121,2560573,020200040705,112SDGV,443600325,43.01300000,-75.00802778,043,200209111120,200209111120,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,395,HE 622,NGVD29,Mohawk,Production,Sand and Gravel,,,,,4.3,,660,7.6,880,12.3,395,52.00,120,,,,,517,298,61,92.7,16.2,3.64,62.7,,,,12,,115,E0.07,,,7.3,39.9,<0.10,<0.052,<0.04,,2.53,11.2,2.53,<0.026,<0.008,<0.10,<0.02,<0.061,,<2.6,,,,,,,,,,,,,,,,,,<2.0,,203,,<0.06,,<0.040,,<0.8,,<1.00,,2.3,<10.0,46.0,,<1.00,,6.20,<2.00,<2.40,,<0.011,,<0.18,,4.04,,<0.050,,616,,<0.90,,,3,,<0.90,,,E1,26,,0.9,<0.2,<0.1,<0.1,,,,<0.0060,,<0.006,,,,,<0.05,,<0.05,<0.006,,<0.05,,<0.05,<0.005,,,,<0.0046,<0.007,,<0.050,,<0.010,,,,,,<0.0020,,<0.041,,<0.020,,,,,<0.0050,<0.006,,<0.018,,,<0.0030,,,,,,,<0.0050,,,<0.005,<0.05,<0.05,,,,<0.021,,<0.0020,<0.009,<0.005,,,,,<0.05,<0.05,,,,<0.0027,,,,,,,,<0.0040,,<0.035,<0.027,,,,,,<0.006,<0.05,<0.05,<0.013,<0.006,,<0.0016,,<0.007,,,,,,<0.003,<0.010,<0.0041,<0.022,<0.011,,<0.015,,,<0.010,<0.011,<0.023,,,,,<0.0041,,,<0.005,,<0.016,<0.034,,<0.017,<0.005,<0.0023,,<0.009,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,,,<0.1,<0.1,<0.2,<0.2,<0.2,<0.2,<0.2,<0.1,,,0.2,<0.2,<0.2,E0.5,<0.1,<16,<0.1,<0.1,<0.1,<0.2,<0.1,<0.1,<0.2,<0.1,<0.2,<0.1,<0.6,,<0.2,,,,,,,2.6,37.1,,0.221
430047075003001,HE 622,20020911,1125,WG,9,00202122,2560545,020200040705,112SDGV,443600325,43.01300000,-75.00802778,043,200209111125,200209111125,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,395,HE 622,NGVD29,Mohawk,Production,Sand and Gravel,,,,,4.3,,660,7.6,880,12.3,395,52.00,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.009,<0.02,<0.02,,,<0.03,<0.04,<0.008,<0.006,<0.01,,,,,<0.007,,,,,<0.02,<0.008,<0.04,,<0.009,,,<0.03,,<0.004,<0.02,<0.01,<0.03,<0.02,,<0.03,,<0.006,,<0.02,<0.010,<0.04,<0.04,,,<0.01,,<0.01,<0.01,,,,,,,,,<0.01,<0.01,,,,,<0.01,<0.03,,<0.02,,,,<0.02,,,,,,,<0.01,<0.03,,,,,,<0.02,<0.02,<0.007,,<0.01,,,<0.02,<0.02,<0.02,<0.008,<0.004,,,,,,<0.03,,<0.02,,<0.01,<0.01,<0.02,<0.02,<0.01,,,,,,<0.02,,,,,,,,<0.010,<0.021,<0.008,,,<0.02,,<0.009,<0.026,,<0.010,,,,<0.02,,,,,,,,,,,<0.010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430047075003001,HE 622,20020911,1130,WG,9,00202165,2550034,020200040705,112SDGV,443600325,43.01300000,-75.00802778,043,200209111130,200209111130,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,395,HE 622,NGVD29,Mohawk,Production,Sand and Gravel,,,,,,,660,,,12.3,395,52.00,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,490,,,,
430047075003001,HE 622,20060919,1130,WG,9,00602964,2630071,020200040705,112SDGV,24570326A,43.01300000,-75.00802778,043,200609191130 EST,200609191130,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,395,HE 622,NGVD29,Mohawk,Production,Sand and Gravel,745,,2,,7.9,,,7.2,1040,9.9,395,52.00,,,,,,531,314,71,97.8,17.0,3.60,68.2,,,,30,,130,<0.10,,,7.22,35.3,E0.08,<0.013,<0.010,,2.60,11.5,2.60,<0.007,<0.002,<0.08,E0.004,E0.013,,E2.7,,,,U,,,<5,<5,,<1,<1,,,<1,,,,<2.0,,200,,<0.06,,E0.025,,0.23,,0.183,,3.6,<6.0,E6.0,,0.15,,5.70,E0.49,<0.6,,<0.010,,E0.10,,1.96,,<0.160,,651,,<0.18,,,9,,<0.20,,,0.60,27,,0.710,<0.2,<0.1,<0.1,,,,<0.0060,<0.02,<0.014,,,,,<0.02,<0.02,<0.02,<0.006,,<0.02,<0.02,<0.02,<0.005,,,,<0.0050,<0.007,,<0.050,,<0.010,,,,,,<0.0040,,<0.041,,<0.020,,,,,<0.0050,<0.006,,<0.018,,,<0.0030,<0.02,<0.02,<0.02,<0.02,<0.029,<0.012,<0.0050,,,<0.009,<0.02,<0.02,<0.02,,,<0.021,,<0.0040,<0.009,<0.012,,<0.013,<0.024,<0.016,<0.02,<0.02,<0.02,,,<0.0053,<0.02,<0.02,<0.02,<0.02,,,,<0.0040,,<0.035,<0.027,,,,,,<0.015,<0.02,<0.02,<0.006,<0.028,,<0.0030,,<0.007,,,,,,<0.003,<0.010,<0.0040,<0.022,<0.055,,<0.010,<0.02,<0.05,<0.010,<0.011,<0.023,,,,,<0.0040,<0.02,,<0.005,,<0.016,<0.034,,<0.017,<0.010,<0.0060,,<0.009,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,0.3,,,<0.1,<0.1,0.7,<0.2,<0.2,<0.2,<0.2,<0.1,,,<0.2,<0.2,<0.2,1.0,<0.1,<4,<0.1,<0.1,<0.1,<0.2,<0.1,<0.1,0.8,<0.1,<0.2,0.2,2.1,2.1,<0.2,,,,,22,450,,,,0.221
430047075003001,HE 622,20060919,1135,WG,9,00602965,2630037,020200040705,112SDGV,24570326A,43.01300000,-75.00802778,043,200609191135 EST,200609191135,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,395,HE 622,NGVD29,Mohawk,Production,Sand and Gravel,745,,,,7.9,,,7.1,1040,9.9,395,52.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.190,<0.04,<0.02,,,<0.03,<0.08,<0.032,<0.008,,,,,,<0.028,,,,,<0.02,<0.100,<0.15,,<0.008,,,<0.08,,<0.022,<0.02,<0.02,<0.02,<0.04,,<0.02,,<0.016,,<0.02,<0.032,<0.04,,,,<0.07,,<0.01,<0.03,,,,,,,,,<0.04,<0.03,,,,,<0.04,<0.01,,<0.02,,,,<0.10,,,,,,,<0.04,<0.02,,,,,,<0.04,<0.04,<0.020,,<0.01,,,<0.07,<0.10,<0.03,<0.034,<0.070,,,,,,<0.07,,<0.04,,<0.01,<0.04,<0.02,<0.02,<0.05,,,,,,<0.03,,,,,,,,<0.030,<0.010,<0.008,,,<0.02,,<0.090,<0.026,,<0.026,,,,<0.03,,,,,,,,,,,<0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430047075003001,HE 622,20110727,0900,WG,9,01102066,2100086,020200040705,112SDGV,0036L,43.01300000,-75.00802778,043,201107270900 EST,201107270900,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,395,HE 622,NGVD29,Mohawk,Production,Sand and Gravel,750,,<1,,4.3,750,0.60,7.3,874,11.4,395,52.00,>180,Prgd stbl pH tmp SC,26 to 50 prcnt,Residential,Industrial,500,284,64,87.6,15.9,3.41,68.7,212,258,,21,0.0,112,0.06,U,0.0,7.34,33.2,0.07,<0.013,<0.01,,2.38,10.5,2.38,<0.003,<0.001,<0.07,0.007,0.022,,2.4,,,,,,<2,,,<1,,<1,,,,<1,,,<2.8,,206,,<0.02,,<0.050,,0.29,,0.02,,7.7,<3.2,<4.6,,0.41,,6.15,0.36,0.5,,<0.005,,0.10,,0.21,,<0.015,,618,,<0.06,,,<2.4,,<0.18,,,1.0,25,,0.792,<0.2,<0.1,<0.1,,,,<0.0060,,E0.001,,,,,,,,<0.010,,,,,<0.008,,,,<0.0040,<0.008,,<0.120,,<0.014,,,,,,<0.0040,,<0.060,,<0.060,,,,,<0.0036,<0.010,,<0.022,,,<0.0076,,,,,<0.029,<0.012,<0.0060,,,<0.008,,,,,,<0.040,,<0.0056,<0.006,<0.016,,<0.012,<0.024,<0.018,,,,,,<0.0048,,,,,,,,<0.0040,,<0.060,<0.016,,,,,,<0.008,,,<0.020,<0.012,,<0.0040,,<0.008,,,,,,<0.002,<0.020,<0.0160,<0.012,<0.020,,<0.012,,,<0.006,<0.010,<0.020,,,,,<0.0036,,,<0.006,,<0.028,<0.024,,<0.018,<0.016,<0.0046,,<0.018,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,,,<0.1,<0.1,<0.2,<0.2,<0.2,<0.2,<0.2,<0.1,,,<0.2,<0.2,<0.2,0.6,<0.1,,<0.1,<0.1,<0.1,<0.2,<0.1,<0.1,<0.2,<0.1,<0.2,<0.1,<0.6,,<0.2,R-1.4,,,3.3,,470,,,,0.209
430047075003001,HE 622,20110727,0901,WG,9,01102452,,020200040705,112SDGV,0036L,43.01300000,-75.00802778,043,201107270901 EST,201107270901,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,395,HE 622,NGVD29,Mohawk,Production,Sand and Gravel,,,,4.1,,,,,,,395,52.00,,,,,,,,,,,,,,,,19.6,,,,,,,,,,,19.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.0010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430047075003001,HE 622,20110727,0902,WG,9,01102453,,020200040705,112SDGV,0036L,43.01300000,-75.00802778,043,201107270902 EST,201107270902,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,395,HE 622,NGVD29,Mohawk,Production,Sand and Gravel,,,,4.1,,,,,,,395,52.00,,,,,,,,,,,,,,,,19.6,,,,,,,,,,,19.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.0010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430107074591301,HE 623,20020911,1300,WG,9,00202133,2560603,020200040706,112SDGV,443600325,43.01880556,-74.98652778,043,200209111300,200209111300,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,390,HE 623,NGVD29,Mohawk,Production,Sand and Gravel,,,,,2.3,,250,7.4,1150,12.6,390,na,120,,,,,668,403,122,127,20.9,2.28,83.4,,,,21,,169,<0.10,,,9.6,31.6,E0.06,<0.052,<0.04,,3.77,16.7,3.77,<0.026,<0.008,<0.06,<0.02,<0.061,,E3.8,,,,,,,,,,,,,,,,,,<2.0,,76.5,,<0.06,,<0.040,,<0.8,,<1.00,,1.5,<10.0,<12.0,,<1.00,,4.43,<2.00,<1.0,,<0.011,,<0.18,,6.87,,<0.050,,419,,<0.90,,,2,,<0.90,,,<2,38,,1.9,<0.2,<0.1,<0.1,,,,<0.0060,,E0.006,,,,,<0.05,,<0.05,<0.006,,<0.05,,<0.05,<0.005,,,,<0.0046,<0.007,,<0.050,,<0.010,,,,,,<0.0020,,<0.041,,<0.020,,,,,<0.0050,<0.006,,<0.018,,,<0.0030,,,,,,,<0.0050,,,<0.005,<0.05,<0.05,,,,<0.021,,<0.0020,<0.009,<0.005,,,,,<0.05,<0.05,,,,<0.0027,,,,,,,,<0.0040,,<0.035,<0.027,,,,,,<0.006,0.10,0.08,<0.013,<0.006,,<0.0016,,<0.007,,,,,,<0.003,<0.010,<0.0041,<0.022,<0.011,,<0.015,,,<0.010,<0.011,<0.023,,,,,<0.0041,,,<0.005,,<0.016,<0.034,,<0.017,<0.005,<0.0023,,<0.009,0.2,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,,,<0.1,<0.1,<0.2,<0.2,<0.2,<0.2,<0.2,<0.1,,,<0.2,<0.2,<0.2,E0.6,<0.1,<16,<0.1,<0.1,<0.1,<0.2,<0.1,<0.1,<0.2,<0.1,<0.2,2.3,<2.8,2.3,<0.2,,,,,,,2.6,37.1,,0.288
430107074591301,HE 623,20020911,1305,WG,9,00202134,2550033,020200040706,112SDGV,443600325,43.01880556,-74.98652778,043,200209111305,200209111305,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,390,HE 623,NGVD29,Mohawk,Production,Sand and Gravel,,,,,,,250,,,12.6,390,na,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,580,,,,
